City,country,source,wikipedia_url
Lac-Sergent,Canada,table,
L'Ancienne-Lorette,Canada,table,
L'Assomption,Canada,table,
Laval,Canada,table,
Lavaltrie,Canada,table,
Lebel-sur-Quévillon,Canada,table,
L'Épiphanie,Canada,table,
Léry,Canada,table,
Lévis,Canada,table,
L'Île-Cadieux,Canada,table,
L'Île-Dorval,Canada,table,
L'Île-Perrot,Canada,table,
Longueuil,Canada,table,
Lorraine,Canada,table,
Louiseville,Canada,table,
Macamic,Canada,table,
Magog,Canada,table,
Malartic,Canada,table,
Maniwaki,Canada,table,
Marieville,Canada,table,
Mascouche,Canada,table,
Matagami,Canada,table,
Matane,Canada,table,
McMasterville,Canada,table,
Mercier,Canada,table,
Métabetchouan--Lac-à-la-Croix,Canada,table,
Métis-sur-Mer,Canada,table,
Mirabel,Canada,table,
Mont-Joli,Canada,table,
Mont-Laurier,Canada,table,
Montmagny,Canada,table,
Montréal,Canada,table,
Montréal-Est,Canada,table,
Montréal-Ouest,Canada,table,
Mont-Royal,Canada,table,
Mont-Saint-Hilaire,Canada,table,
Mont-Tremblant,Canada,table,
Murdochville,Canada,table,
Neuville,Canada,table,
New Richmond,Canada,table,
Nicolet,Canada,table,
Normandin,Canada,table,
Notre-Dame-de-l'Île-Perrot,Canada,table,
Notre-Dame-des-Prairies,Canada,table,
Otterburn Park,Canada,table,
Paspébiac,Canada,table,
Percé,Canada,table,
Pincourt,Canada,table,
Plessisville,Canada,table,
Pohénégamook,Canada,table,
Pointe-Claire,Canada,table,
Pont-Rouge,Canada,table,
Port-Cartier,Canada,table,
Portneuf,Canada,table,
Prévost,Canada,table,
Princeville,Canada,table,
Québec,Canada,table,
Repentigny,Canada,table,
Richelieu,Canada,table,
Rigaud,Canada,table,
Rimouski,Canada,table,
Rivière-du-Loup,Canada,table,
Rivière-Rouge,Canada,table,
Roberval,Canada,table,
Rosemère,Canada,table,
Rouyn-Noranda,Canada,table,
Saguenay,Canada,table,
Saint-Amable,Canada,table,
Saint-Antonin,Canada,table,
Saint-Augustin-de-Desmaures,Canada,table,
Saint-Basile,Canada,table,
Saint-Basile-le-Grand,Canada,table,
Saint-Bruno-de-Montarville,Canada,table,
Saint-Césaire,Canada,table,
Saint-Charles-Borromée,Canada,table,
Saint-Colomban,Canada,table,
Saint-Constant,Canada,table,
Sainte-Adèle,Canada,table,
Sainte-Agathe-des-Monts,Canada,table,
Sainte-Anne-de-Beaupré,Canada,table,
Sainte-Anne-de-Bellevue,Canada,table,
Sainte-Anne-des-Monts,Canada,table,
Sainte-Anne-des-Plaines,Canada,table,
Sainte-Brigitte-de-Laval,Canada,table,
Sainte-Catherine,Canada,table,
Sainte-Catherine-de-la-Jacques-Cartier,Canada,table,
Sainte-Julie,Canada,table,
Sainte-Marguerite-du-Lac-Masson,Canada,table,
Sainte-Marie,Canada,table,
Sainte-Marthe-sur-le-Lac,Canada,table,
Sainte-Thérèse,Canada,table,
Saint-Eustache,Canada,table,
Saint-Félicien,Canada,table,
Saint-Gabriel,Canada,table,
Saint-Georges,Canada,table,
Saint-Honoré,Canada,table,
Saint-Hyacinthe,Canada,table,
Saint-Jean-sur-Richelieu,Canada,table,
Saint-Jérôme,Canada,table,
Saint-Joseph-de-Beauce,Canada,table,
Saint-Joseph-de-Sorel,Canada,table,
Saint-Lambert,Canada,table,
Saint-Lazare,Canada,table,
Saint-Lin--Laurentides,Canada,table,
Saint-Marc-des-Carrières,Canada,table,
Saint-Ours,Canada,table,
Saint-Pamphile,Canada,table,
Saint-Pascal,Canada,table,
Saint-Philippe,Canada,table,
Saint-Pie,Canada,table,
Saint-Raymond,Canada,table,
Saint-Rémi,Canada,table,
Saint-Sauveur,Canada,table,
Saint-Tite,Canada,table,
Saint-Zotique,Canada,table,
Salaberry-de-Valleyfield,Canada,table,
Schefferville,Canada,table,
Scotstown,Canada,table,
Senneterre,Canada,table,
Sept-Îles,Canada,table,
Shannon,Canada,table,
Shawinigan,Canada,table,
Sherbrooke,Canada,table,
Sorel-Tracy,Canada,table,
Stanstead,Canada,table,
Sutton,Canada,table,
Témiscaming,Canada,table,
Témiscouata-sur-le-Lac,Canada,table,
Terrebonne,Canada,table,
Thetford Mines,Canada,table,
Thurso,Canada,table,
Trois-Pistoles,Canada,table,
Trois-Rivières,Canada,table,
Valcourt,Canada,table,
Val-des-Sources,Canada,table,
Val-d'Or,Canada,table,
Varennes,Canada,table,
Vaudreuil-Dorion,Canada,table,
Victoriaville,Canada,table,
Ville-Marie,Canada,table,
Warwick,Canada,table,
Waterville,Canada,table,
Westmount,Canada,table,
Estevan,Canada,table,
Humboldt,Canada,table,
Martensville,Canada,table,
Meadow Lake,Canada,table,
Melfort,Canada,table,
Melville,Canada,table,
Moose Jaw,Canada,table,
North Battleford,Canada,table,
Prince Albert,Canada,table,
Regina,Canada,table,
Saskatoon,Canada,table,
Swift Current,Canada,table,
Warman,Canada,table,
Weyburn,Canada,table,
Yorkton,Canada,table,
Whitehorse,Canada,table,
Provincial-level city division,China,table,
Prefectural-level city divisions,China,table,
Hong Kong,China,table,
Macau,China,table,
Beijing,China,table,
Chongqing,China,table,
Shanghai,China,table,
Tianjin,China,table,
Anqing,China,table,
Bengbu,China,table,
Bozhou,China,table,
Chaohu,China,table,
Chizhou,China,table,
Chuzhou,China,table,
Fuyang,China,table,
Guangde,China,table,
Hefei,China,table,
Huaibei,China,table,
Huainan,China,table,
Huangshan,China,table,
Jieshou,China,table,
Lu'an,China,table,
Ma'anshan,China,table,
Mingguang,China,table,
Ningguo,China,table,
Qianshan,China,table,
Suzhou,China,table,
Tianchang,China,table,
Tongcheng,China,table,
Tongling,China,table,
Wuhu,China,table,
Wuwei,China,table,
Xuancheng,China,table,
Fu'an,China,table,
Fuding,China,table,
Fuqing,China,table,
Fuzhou,China,table,
Jian'ou,China,table,
Jinjiang,China,table,
Longhai,China,table,
Longyan,China,table,
Nan'an,China,table,
Nanping,China,table,
Ningde,China,table,
Putian,China,table,
Quanzhou,China,table,
Sanming,China,table,
Shaowu,China,table,
Shishi,China,table,
Wuyishan,China,table,
Xiamen,China,table,
Yong'an,China,table,
Zhangping,China,table,
Zhangzhou,China,table,
Baiyin,China,table,
Dingxi,China,table,
Dunhuang,China,table,
Hezuo,China,table,
Huating,China,table,
Jiayuguan,China,table,
Jinchang,China,table,
Jiuquan,China,table,
Lanzhou,China,table,
Linxia,China,table,
Longnan,China,table,
Pingliang,China,table,
Qingyang,China,table,
Tianshui,China,table,
Yumen,China,table,
Zhangye,China,table,
Chaozhou,China,table,
Dongguan,China,table,
Enping,China,table,
Foshan,China,table,
Gaozhou,China,table,
Guangzhou,China,table,
Heshan,China,table,
Heyuan,China,table,
Huazhou,China,table,
Huizhou,China,table,
Jiangmen,China,table,
Jieyang,China,table,
Kaiping,China,table,
Lechang,China,table,
Leizhou,China,table,
Lianjiang,China,table,
Lianzhou,China,table,
Lufeng,China,table,
Luoding,China,table,
Maoming,China,table,
Meizhou,China,table,
Nanxiong,China,table,
Puning,China,table,
Qingyuan,China,table,
Shantou,China,table,
Shanwei,China,table,
Shaoguan,China,table,
Shenzhen,China,table,
Sihui,China,table,
Taishan,China,table,
Wuchuan,China,table,
Xingning,China,table,
Xinyi,China,table,
Yangchun,China,table,
Yangjiang,China,table,
Yingde,China,table,
Yunfu,China,table,
Zhanjiang,China,table,
Zhaoqing,China,table,
Zhongshan,China,table,
Zhuhai,China,table,
Baise,China,table,
Beihai,China,table,
Beiliu,China,table,
Cenxi,China,table,
Chongzuo,China,table,
Dongxing,China,table,
Fangchenggang,China,table,
Guigang,China,table,
Guilin,China,table,
Guiping,China,table,
Hechi,China,table,
Hengzhou,China,table,
Hezhou,China,table,
Jingxi,China,table,
Laibin,China,table,
Lipu,China,table,
Liuzhou,China,table,
Nanning,China,table,
Pingguo,China,table,
Pingxiang,China,table,
Qinzhou,China,table,
Wuzhou,China,table,
Yulin,China,table,
Anshun,China,table,
Bijie,China,table,
Chishui,China,table,
Duyun,China,table,
Fuquan,China,table,
Guiyang,China,table,
Kaili,China,table,
Liupanshui,China,table,
Panzhou,China,table,
Qianxi,China,table,
Qingzhen,China,table,
Renhuai,China,table,
Tongren,China,table,
Xingren,China,table,
Xingyi,China,table,
Zunyi,China,table,
Danzhou,China,table,
Dongfang,China,table,
Haikou,China,table,
Qionghai,China,table,
Sansha,China,table,
Sanya,China,table,
Wanning,China,table,
Wenchang,China,table,
Wuzhishan,China,table,
Anguo,China,table,
Baoding,China,table,
Bazhou,China,table,
Botou,China,table,
Cangzhou,China,table,
Chengde,China,table,
Dingzhou,China,table,
Gaobeidian,China,table,
Handan,China,table,
Hengshui,China,table,
Hejian,China,table,
Huanghua,China,table,
Jinzhou,China,table,
Langfang,China,table,
Luanzhou,China,table,
Nangong,China,table,
Pingquan,China,table,
Qian'an,China,table,
Qinhuangdao,China,table,
Renqiu,China,table,
Sanhe,China,table,
Shahe,China,table,
Shenzhou,China,table,
Shijiazhuang,China,table,
Tangshan,China,table,
Xinji,China,table,
Wu'an,China,table,
Xingtai,China,table,
Xinle,China,table,
Zhangjiakou,China,table,
Zhuozhou,China,table,
Zunhua,China,table,
Anda,China,table,
Bei'an,China,table,
Daqing,China,table,
Dongning,China,table,
Fujin,China,table,
Fuyuan,China,table,
Hailin,China,table,
Hailun,China,table,
Harbin,China,table,
Hegang,China,table,
Heihe,China,table,
Hulin,China,table,
Jiamusi,China,table,
Jixi,China,table,
Mishan,China,table,
Mohe,China,table,
Mudanjiang,China,table,
Muling,China,table,
Nehe,China,table,
Nenjiang,China,table,
Ning'an,China,table,
Qiqihar,China,table,
Qitaihe,China,table,
Shangzhi,China,table,
Shuangyashan,China,table,
Suifenhe,China,table,
Suihua,China,table,
Tieli,China,table,
Tongjiang,China,table,
Wuchang,China,table,
Wudalianchi,China,table,
Yichun,China,table,
Zhaodong,China,table,
Anyang,China,table,
Changge,China,table,
Changyuan,China,table,
Dengfeng,China,table,
Dengzhou,China,table,
Gongyi,China,table,
Hebi,China,table,
Huixian,China,table,
Jiaozuo,China,table,
Jiyuan,China,table,
Kaifeng,China,table,
Lingbao,China,table,
Linzhou,China,table,
Luohe,China,table,
Luoyang,China,table,
Mengzhou,China,table,
Nanyang,China,table,
Pingdingshan,China,table,
Puyang,China,table,
Qinyang,China,table,
Ruzhou,China,table,
Sanmenxia,China,table,
Shangqiu,China,table,
Weihui,China,table,
Wugang,China,table,
Xiangcheng,China,table,
Xingyang,China,table,
Xinmi,China,table,
Xinxiang,China,table,
Xinyang,China,table,
Xinzheng,China,table,
Xuchang,China,table,
Yanshi,China,table,
Yima,China,table,
Yongcheng,China,table,
Yuzhou,China,table,
Zhengzhou,China,table,
Zhoukou,China,table,
Zhumadian,China,table,
Anlu,China,table,
Chibi,China,table,
Dangyang,China,table,
Danjiangkou,China,table,
Daye,China,table,
Enshi,China,table,
Ezhou,China,table,
Guangshui,China,table,
Hanchuan,China,table,
Honghu,China,table,
Huanggang,China,table,
Huangshi,China,table,
Jianli,China,table,
Jingmen,China,table,
Jingshan,China,table,
Jingzhou,China,table,
Laohekou,China,table,
Lichuan,China,table,
Macheng,China,table,
Qianjiang,China,table,
Shishou,China,table,
Shiyan,China,table,
Suizhou,China,table,
Songzi,China,table,
Tianmen,China,table,
Wuhan,China,table,
Wuxue,China,table,
Xiangyang,China,table,
Xianning,China,table,
Xiantao,China,table,
Xiaogan,China,table,
Yichang,China,table,
Yicheng,China,table,
Yidu,China,table,
Yingcheng,China,table,
Zaoyang,China,table,
Zhijiang,China,table,
Zhongxiang,China,table,
Changde,China,table,
Changning,China,table,
Changsha,China,table,
Chenzhou,China,table,
Hengyang,China,table,
Hongjiang,China,table,
Huaihua,China,table,
Jinshi,China,table,
Jishou,China,table,
Leiyang,China,table,
Lengshuijiang,China,table,
Lianyuan,China,table,
Liling,China,table,
Linxiang,China,table,
Liuyang,China,table,
Loudi,China,table,
Miluo,China,table,
Ningxiang,China,table,
Shaoshan,China,table,
Shaodong,China,table,
Shaoyang,China,table,
Xiangtan,China,table,
Xiangxiang,China,table,
Yiyang,China,table,
Yongzhou,China,table,
Yuanjiang,China,table,
Yueyang,China,table,
Zhangjiajie,China,table,
Zhuzhou,China,table,
Zixing,China,table,
Arxan,China,table,
Baotou,China,table,
Bayannur,China,table,
Chifeng,China,table,
Erenhot,China,table,
Ergun,China,table,
Fengzhen,China,table,
Genhe,China,table,
Hohhot,China,table,
Holingol,China,table,
Hulunbuir,China,table,
Manzhouli,China,table,
Ordos,China,table,
Tongliao,China,table,
Ulanhot,China,table,
Ulanqab,China,table,
Wuhai,China,table,
Xilinhot,China,table,
Yakeshi,China,table,
Zhalantun,China,table,
Changshu,China,table,
Changzhou,China,table,
Danyang,China,table,
Dongtai,China,table,
Gaoyou,China,table,
Hai'an,China,table,
Huai'an,China,table,
Jiangyin,China,table,
Jingjiang,China,table,
Jurong,China,table,
Liyang,China,table,
Lianyungang,China,table,
Kunshan,China,table,
Nanjing,China,table,
Nantong,China,table,
Pizhou,China,table,
Qidong,China,table,
Rugao,China,table,
Suqian,China,table,
Taicang,China,table,
Taixing,China,table,
Taizhou,China,table,
Wuxi,China,table,
Xinghua,China,table,
Xuzhou,China,table,
Yancheng,China,table,
Yangzhong,China,table,
Yangzhou,China,table,
Yixing,China,table,
Yizheng,China,table,
Zhangjiagang,China,table,
Zhenjiang,China,table,
Dexing,China,table,
Fengcheng,China,table,
Ganzhou,China,table,
Gao'an,China,table,
Gongqingcheng,China,table,
Guixi,China,table,
Ji'an,China,table,
Jingdezhen,China,table,
Jinggangshan,China,table,
Jiujiang,China,table,
Leping,China,table,
Lushan,China,table,
Nanchang,China,table,
Ruichang,China,table,
Ruijin,China,table,
Shangrao,China,table,
Xinyu,China,table,
Yingtan,China,table,
Zhangshu,China,table,
Baicheng,China,table,
Baishan,China,table,
Changchun,China,table,
Da'an,China,table,
Dehui,China,table,
Dunhua,China,table,
Fuyu,China,table,
Gongzhuling,China,table,
Helong,China,table,
Huadian,China,table,
Hunchun,China,table,
Jiaohe,China,table,
Jilin,China,table,
Liaoyuan,China,table,
Linjiang,China,table,
Longjing,China,table,
Meihekou,China,table,
Panshi,China,table,
Shuangliao,China,table,
Shulan,China,table,
Siping,China,table,
Songyuan,China,table,
Taonan,China,table,
Tonghua,China,table,
Tumen,China,table,
Yanji,China,table,
Yushu,China,table,
Anshan,China,table,
Benxi,China,table,
Beipiao,China,table,
Beizhen,China,table,
Chaoyang,China,table,
Dalian,China,table,
Dandong,China,table,
Dashiqiao,China,table,
Dengta,China,table,
Diaobingshan,China,table,
Donggang,China,table,
Fushun,China,table,
Fuxin,China,table,
Gaizhou,China,table,
Haicheng,China,table,
Huludao,China,table,
Kaiyuan,China,table,
Liaoyang,China,table,
Linghai,China,table,
Lingyuan,China,table,
Panjin,China,table,
Shenyang,China,table,
Tieling,China,table,
Wafangdian,China,table,
Xingcheng,China,table,
Xinmin,China,table,
Yingkou,China,table,
Zhuanghe,China,table,
Guyuan,China,table,
Lingwu,China,table,
Qingtongxia,China,table,
Shizuishan,China,table,
Wuzhong,China,table,
Yinchuan,China,table,
Zhongwei,China,table,
Delingha,China,table,
Golmud,China,table,
Haidong,China,table,
Mangnai,China,table,
Xining,China,table,
Ankang,China,table,
Baoji,China,table,
Binzhou,China,table,
Hancheng,China,table,
Hanzhong,China,table,
Huayin,China,table,
Shangluo,China,table,
Shenmu,China,table,
Tongchuan,China,table,
Weinan,China,table,
Xi'an,China,table,
Xianyang,China,table,
Xingping,China,table,
Xunyang,China,table,
Yan'an,China,table,
Zichang,China,table,
Anqiu,China,table,
Changyi,China,table,
Dezhou,China,table,
Dongying,China,table,
Feicheng,China,table,
Gaomi,China,table,
Haiyang,China,table,
Heze,China,table,
Jiaozhou,China,table,
Jinan,China,table,
Jining,China,table,
Laixi,China,table,
Laiyang,China,table,
Laizhou,China,table,
Leling,China,table,
Liaocheng,China,table,
Linqing,China,table,
Linyi,China,table,
Longkou,China,table,
Pingdu,China,table,
Qingdao,China,table,
Qingzhou,China,table,
Qixia,China,table,
Qufu,China,table,
Rizhao,China,table,
Rongcheng,China,table,
Rushan,China,table,
Shouguang,China,table,
Tai'an,China,table,
Tengzhou,China,table,
Weifang,China,table,
Weihai,China,table,
Xintai,China,table,
Yantai,China,table,
Yucheng,China,table,
Zaozhuang,China,table,
Zhaoyuan,China,table,
Zhucheng,China,table,
Zibo,China,table,
Zoucheng,China,table,
Zouping,China,table,
Changzhi,China,table,
Datong,China,table,
Fenyang,China,table,
Gaoping,China,table,
Gujiao,China,table,
Hejin,China,table,
Houma,China,table,
Huairen,China,table,
Huozhou,China,table,
Jiexiu,China,table,
Jincheng,China,table,
Jinzhong,China,table,
Linfen,China,table,
Lüliang,China,table,
Shuozhou,China,table,
Taiyuan,China,table,
Xiaoyi,China,table,
Xinzhou,China,table,
Yangquan,China,table,
Yongji,China,table,
Yuncheng,China,table,
Yuanping,China,table,
Barkam,China,table,
Bazhong,China,table,
Chengdu,China,table,
Chongzhou,China,table,
Dazhou,China,table,
Deyang,China,table,
Dujiangyan,China,table,
Emeishan,China,table,
Guang'an,China,table,
Guanghan,China,table,
Guangyuan,China,table,
Huaying,China,table,
Huili,China,table,
Jiangyou,China,table,
Jianyang,China,table,
Kangding,China,table,
Langzhong,China,table,
Leshan,China,table,
Longchang,China,table,
Luzhou,China,table,
Mianzhu,China,table,
Meishan,China,table,
Mianyang,China,table,
Nanchong,China,table,
Neijiang,China,table,
Panzhihua,China,table,
Pengzhou,China,table,
Qionglai,China,table,
Shifang,China,table,
Shehong,China,table,
Suining,China,table,
Wanyuan,China,table,
Xichang,China,table,
Ya'an,China,table,
Yibin,China,table,
Zigong,China,table,
Ziyang,China,table,
Lhasa,China,table,
Nagqu,China,table,
Nyingchi,China,table,
Qamdo,China,table,
Shannan,China,table,
Xigazê,China,table,
Aksu,China,table,
Alashankou,China,table,
Altay,China,table,
Aral,China,table,
Artux,China,table,
Beitun,China,table,
Bole,China,table,
Changji,China,table,
Fukang,China,table,
Hami,China,table,
Hotan,China,table,
Huyanghe,China,table,
Karamay,China,table,
Kashgar,China,table,
Khorgas,China,table,
Kokdala,China,table,
Korla,China,table,
Kunyu,China,table,
Kuqa,China,table,
Kuytun,China,table,
Shawan,China,table,
Shihezi,China,table,
Shuanghe,China,table,
Tacheng,China,table,
Tiemenguan,China,table,
Tumxuk,China,table,
Turpan,China,table,
Ürümqi,China,table,
Wujiaqu,China,table,
Wusu,China,table,
Xinxing,China,table,
Yining,China,table,
Anning,China,table,
Baoshan,China,table,
Chengjiang,China,table,
Chuxiong,China,table,
Dali,China,table,
Gejiu,China,table,
Jinghong,China,table,
Kunming,China,table,
Lincang,China,table,
Lijiang,China,table,
Lushui,China,table,
Mangshi,China,table,
Mengzi,China,table,
Mile,China,table,
Pu'er,China,table,
Qujing,China,table,
Ruili,China,table,
Shangri-La,China,table,
Shuifu,China,table,
Tengchong,China,table,
Wenshan,China,table,
Xuanwei,China,table,
Yuxi,China,table,
Zhaotong,China,table,
Cixi,China,table,
Dongyang,China,table,
Haining,China,table,
Hangzhou,China,table,
Huzhou,China,table,
Jiande,China,table,
Jiangshan,China,table,
Jiaxing,China,table,
Jinhua,China,table,
Lanxi,China,table,
Linhai,China,table,
Lishui,China,table,
Longgang,China,table,
Longquan,China,table,
Ningbo,China,table,
Pinghu,China,table,
Quzhou,China,table,
Ruian,China,table,
Shaoxing,China,table,
Shengzhou,China,table,
Tongxiang,China,table,
Wenling,China,table,
Wenzhou,China,table,
Yiwu,China,table,
Yongkang,China,table,
Yueqing,China,table,
Yuhuan,China,table,
Yuyao,China,table,
Zhoushan,China,table,
Zhuji,China,table,
Weihaiwei,China,table,
Xingshan,China,table,
Nanzheng,China,table,
Dihua,China,table,
Guisui,China,table,
Xinhailian,China,table,
Andong,China,table,
Suixi,China,table,
Sucheng,China,table,
Lüda,China,table,
Dukou,China,table,
Meixian,China,table,
Daxian,China,table,
Hunjiang,China,table,
Dayong,China,table,
Jinxi,China,table,
Jingsha,China,table,
Puqi,China,table,
